Bear,Sex,Age,Date,General Location,Capture type,Release Site,Handler,Year
211,Male,Adult,09/16/2011,"Otter Crk, YNP",Research,On site,IGBST,2011
211,Male,Adult,09/19/2011,"Alum Crk, YNP",Research,On site,IGBST,2011
G120,Male,Adult,09/20/2011,"Wind River, SNF",Management,Removed,WYGFD,2011
448,Female,Adult,09/21/2011,"Arnica Crk, YNP",Research,On site,IGBST,2011
448,Female,Adult,10/02/2011,"Arnica Crk, YNP",Research,On site,IGBST,2011
448,Female,Adult,10/04/2011,"Arnica Crk, YNP",Research,On site,IGBST,2011
688,Male,Subadult,09/21/2011,"Arnica Crk, YNP",Research,On site,IGBST,2011
321,Female,Adult,09/22/2011,"Sour Crk, YNP",Research,On site,IGBST,2011
321,Female,Adult,09/29/2011,"Sour Crk, YNP",Research,On site,IGBST,2011
689,Male,Subadult,09/22/2011,"Sour Crk, YNP",Research,On site,IGBST,2011
690,Female,Subadult,09/23/2011,"North Fork Shoshone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
Unm,Female,Adult,09/28/2011,"Sour Crk, YNP",Management,Removed,YNP/IGBST,2011
Umm,Male,Subadult,09/29/2011,"Sour Crk, YNP",Management,Removed,YNP,2011
Unm,Male,Subadult,09/29/2011,"Sour Crk, YNP",Management,Removed,YNP/IGBST,2011
691,Male,Subadult,09/30/2011,"Wolf Crk, Pr-MT",Management,"Bear Crk, GNF",WS/MTFWP,2011
692,Female,Subadult,10/04/2011,"South Fork Shoshone, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2011
693,Female,Adult,10/04/2011,"Alum Crk, YNP",Research,On site,IGBST,2011
589,Male,Adult,10/07/2011,"Bridge Crk, YNP",Research,On site,IGBST,2011
694,Female,Adult,10/07/2011,"Clarks Fork Yellowstone, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2011
337,Female,Adult,10/09/2011,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
G175,Female,Subadult,10/09/2011,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
G176,Female,Subadult,10/09/2011,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
G177,Female,Subadult,10/09/2011,"Clarks Fork Yellowstone, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2011
517,Female,Adult,10/14/2011,"South Fork Shoshone, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2011
G178,Male,Subadult,10/13/2011,"South Fork Shoshone, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2011
G179,Male,Subadult,10/13/2011,"South Fork Shoshone, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2011
204,Male,Subadult,10/15/2011,"Flat Mountain Crk, YNP",Research,On site,IGBST,2011
G141,Male,Adult,10/17/2011,"Pine Crk, Pr-MT",Management,Removed,WS/MTFWP,2011
541,Female,Adult,10/17/2011,"Flat Mountain Crk, YNP",Research,On site,IGBST,2011
465,Male,Adult,10/19/2011,"South Fork Shoshone, Pr-WY",Management,"Reef Crk, SNF",WYGFD,2011
Unm,Male,Adult,10/21/2011,"Box Crk, BTNF",Management,Removed,WYGFD,2011
695,Male,Subadult,10/28/2011,"Gibbon River, YNP",Research,On site,IGBST,2011
628,Female,Adult,10/30/2011,"South Fork Shoshone, Pr-WY",Management,Removed,WYGFD,2011
566,Male,Adult,10/31/2011,"Gibbon River, YNP",Research,On site,IGBST,2011
515,Male,Adult,10/31/2011,"Gibbon River, YNP",Research,On site,IGBST,2011
696,Male,Adult,11/04/2011,"Pat O'Hara Crk, Pr-WY",Management,"Gulf Crk, CTNF",WYGFD,2011
666,Female,Adult,11/06/2011,"Wind River, Pr-WY",Management,Removed,WYGFD,2011
552,Male,Adult,11/11/2011,"Pat O'Hara Crk, Pr-WY",Management,"Sheffield Crk, BTNF",WYGFD,2011
Unm,Male,Adult,11/11/2011,"South Fork Shoshone, ST-WY",Management,Removed,WYGFD,2011
634,Male,Adult,04/24/2010,"Graybull River, Pr-WY",Management,"Wiggins Fork, ST-WY",WYGFD,2010
635,Male,Adult,04/24/2010,"Graybull River, Pr-WY",Management,"Wiggins Fork, ST-WY",WYGFD,2010
636,Male,Adult,04/25/2010,"Gros Ventre River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2010
636,Male,Adult,06/12/2010,"Canyon Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2010
637,Male,Adult,04/25/2010,"Gros Ventre River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2010
G139,Male,Subadult,05/03/2010,"Fish Crk, Pr-WY",Management,"Wiggins Fork, SNF",WYGFD,2010
G139,Male,Subadult,07/13/2010,"Crooked Crk, PR-WY",Management,Removed,WYGFD,2010
638,Male,Adult,05/08/2010,"East Fork Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2010
639,Male,Adult,05/11/2010,"Cougar Crk, SNF",Research,On site,WYGFD,2010
640,Male,Adult,05/14/2010,"Elk Fork Shoshone River, SNF",Research,On site,WYGFD,2010
G151,Male,Subadult,05/15/2010,"Cougar Crk, SNF",Research,On site,WYGFD,2010
641,Male,Adult,05/16/2010,"North Fork Shoshone River, SNF",Research,On site,IGBST,2010
642,Male,Subadult,05/18/2010,"Pat O'Hara Crk, Pr-WY",Management,"Sheffield Crk,BTNF",WYGFD,2010
643,Male,Adult,05/18/2010,"North Fork Shoshone River, SNF",Research,oNorth site,IGBST,2010
643,Male,Adult,05/20/2010,"North Fork Shoshone River, SNF",Research,oNorth site,IGBST,2010
643,Male,Adult,06/09/2010,"North Fork Shoshone River, SNF",Research,oNorth site,WYGFD,2010
G152,Female,Subadult,05/19/2010,"Clark, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
632,Male,Adult,05/23/2010,"Big Crk, Pr-WY",Management,Removed,WYGFD,2010
G153,Female,Subadult,05/24/2010,"North Fork Shoshone River, SNF",Research,oNorth site,WYGFD,2010
644,Male,Adult,06/11/2010,"North Fork Shoshone River, SNF",Research,oNorth site,WYGFD,2010
645,Female,Adult,06/15/2010,"Crow Crk, SNF",Research,On site,WYGFD,2010
646,Male,Adult,06/17/2010,"Kitty Crk, SNF",Research,On site,IGBST,2010
628,Female,Adult,06/17/2010,"Kitty Crk, SNF",Research,On site,IGBST,2010
628,Female,Adult,10/02/2001,"South Fork Shoshone River, SNF",Management,"Falls River, CTNF",WYGFD,2010
337,Female,Adult,06/26/2010,"Clark, Pr-WY",Management,"Squirrel Crk, CTNF",WYGFD,2010
587,Male,Subadult,07/03/2010,"Tosi Crk, BTNF-WY",Management,"Pilgrim Crk, GTNP",WYGFD,2010
Unm,Male,Subadult,07/02/2010,"Solfatara Crk, YNP",Management,Removed,YNP,2010
G154,Female,Subadult,07/06/2010,"Green River, Pt-WY",Management,"Mormon Crk, SNF",WYGFD,2010
G154,Female,Subadult,08/19/2010,"Brooks Lake, Pr-WY",Management,Removed,WYGFD,2010
Unm,Female,Subadult,07/10/2010,"South Fork Shoshone River, Pr-WY",Management,Removed,WYGFD,2010
647,Male,Subadult,07/16/2010,"Klondike Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2010
648,Male,Adult,07/19/2010,"Wagon Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2010
649,Male,Adult,07/24/2010,"Cottonwood Crk, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
Unm,Unk,Subadult,07/27/2010,"Fish Crk, Pr-WY",Management,On site,WYGFD,2010
Unm,Female,Adult,07/28/2010,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
Unm,Female,Subadult,07/29/2010,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
Unm,Female,Subadult,07/29/2010,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
Unm,Male,Subadult,07/30/2010,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2010
G155,Male,Subadult,07/30/2010,"Green River, BTNF",Management,"Mormon Crk, SNF",WYGFD,2010
Unm,Unk,Subadult,07/31/2010,"Whit Crk, Pr-WY",Management,On site,WYGFD,2010
279,Female,Adult,08/03/2010,"Sheridan Crk, SNF",Management,Removed,WYGFD,2010
G156,Male,Subadult,08/03/2010,"Sheridan Crk, SNF",Management,"Mormon Crk, SNF",WYGFD,2010
G156,Male,Subadult,08/18/2010,"Lake Crk, Pr-WY",Management,"North Fork Shoshone, SNF",WYGFD,2010
G157,Male,Subadult,08/03/2010,"Sheridan Crk, SNF",Management,"Cascade Crk, CTNF",WYGFD,2010
G158,Male,Subadult,08/16/2010,"Spring Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2010
498,Male,Adult,08/05/2010,"Sheridan Crk, SNF",Management,Removed,WYGFD,2010
G158,Male,Subadult,08/08/2010,"Wagon Crk, BTNF",Management,On site,WYGFD,2010
594,Male,Subadult,08/08/2010,"East Dry Crk, CTNF",Research,On site,IDFG/IGBST,2010
650,Female,Adult,08/09/2010,"Raspberry Crk, BTNF",Management,"Sunlight Crk, SNF",WYGFD,2010
603,Male,Adult,08/15/2010,"East Fork Wind River, Pr-WY",Management,Removed,WYGFD,2010
651,Male,Adult,08/15/2010,"Sunlight Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
652,Male,Subadult,08/17/2010,"Green River, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
653,Male,Subadult,08/22/2010,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2010
654,Female,Adult,08/23/2010,"Sunlight Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
655,Male,Subadult,08/24/2010,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2010
493,Male,Adult,08/26/2010,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2010
656,Male,Subadult,08/27/2010,"Trail Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2010
283,Male,Adult,08/29/2010,"Badger Crk, Pr-WY",Management,Removed,WYGFD,2010
400,Male,Adult,09/05/2010,"Klondike Crk, BTNF",Management,"Clark's Fork River, SNF",WYGFD,2010
506,Male,Adult,09/05/2010,"Pacific Crk, BTNF",Management,"Clark's Fork River, SNF",WYGFD,2010
437,Male,Adult,09/07/2010,"Kinky Crk, BTNF",Management,Removed,WYGFD,2010
550,Male,Adult,09/07/2010,"Sunlight Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2010
657,Male,Subadult,09/10/2010,"Eaglenest Crk, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
315,Female,Adult,09/09/2010,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
G159,Female,Subadult,09/09/2010,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
G160,Male,Subadult,09/09/2010,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
G161,Male,Subadult,09/09/2010,"Pacific Crk, BTNF",Management,"N Fork Shoshone, SNF",WYGFD,2010
658,Female,Adult,09/11/2010,"Trail Crk, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
659,Male,Adult,09/13/2010,"Pacific Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2010
338,Male,Adult,09/15/2010,"Arnica Crk, YNP",Research,On site,IGBST,2010
338,Male,Adult,09/17/2010,"Bridge Crk, YNP",Research,On site,IGBST,2010
338,Male,Adult,09/20/2010,"Arnica Crk, YNP",Research,On site,IGBST,2010
558,Female,Adult,09/15/2010,"Snowshoe Crk, SNF",Management,"Clark's Fork, SNF",WYGFD,2010
448,Female,Adult,09/16/2010,"Arnica Crk, YNP",Research,On site,IGBST,2010
448,Female,Adult,09/20/2010,"Arnica Crk, YNP",Research,On site,IGBST,2010
589,Male,Adult,09/16/2010,"Arnica Crk, YNP",Research,On site,IGBST,2010
589,Male,Adult,10/18/2010,"Trout Crk, YNP",Research,On site,IGBST,2010
660,Female,Adult,09/17/2010,"Timber Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
G162,Female,Subadult,09/17/2010,"Timber Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
G163,Female,Subadult,09/17/2010,"Timber Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
661,Female,Adult,09/20/2010,"Coyote Crk, YNP",Research,On site,IGBST,2010
481,Female,Adult,09/20/2010,"Bridge Crk, YNP",Research,On site,IGBST,2010
481,Female,Adult,10/15/2010,"Trout Crk, YNP",Research,On site,IGBST,2010
618,Male,Subadult,09/21/2010,"Coyote Crk, YNP",Research,On site,IGBST,2010
Unm,Female,Adult,09/20/2010,"Dry Crk, Pr-MT",Management,Removed,WS/MTFWP,2010
332,Female,Adult,09/23/2010,"South Fork Shoshone River, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2010
478,Female,Adult,09/24/2010,"Diamond Crk, Pr-WY",Management,Removed,WYGFD,2010
G164,Male,Subadult,09/25/2010,"Diamond Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2010
517,Female,Adult,09/28/2010,"South Fork Shoshone River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
Unm,Male,Subadult,09/28/2010,"South Fork Shoshone River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
Unm,Male,Subadult,09/28/2010,"South Fork Shoshone River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2010
513,Male,Adult,09/29/2010,"South Fork Shoshone River, Pr-WY",Management,Removed,WYGFD,2010
662,Female,Adult,10/01/2010,"Jasper Crk, YNP",Research,On site,IGBST,2010
663,Female,Adult,10/02/2010,"Jasper Crk, YNP",Research,On site,IGBST,2010
664,Male,Adult,10/03/2010,"South Fork Shoshone River, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2010
512,Male,Adult,10/05/2010,"West Yellowstone, Pr-MT",Management,Removed,MTFWP/IGBST,2010
665,Female,Adult,10/05/2010,"Yellowstone River, Pr-MT",Management,"Arnica Crk, YNP",MTFWP/IGBST,2010
G165,Male,Subadult,10/05/2010,"Yellowstone River, Pr-MT",Management,"Arnica Crk, YNP",MTFWP/IGBST,2010
G166,Male,Subadult,10/05/2010,"Yellowstone River, Pr-MT",Management,"Arnica Crk, YNP",MTFWP/IGBST,2010
Unm,Male,Adult,10/11/2010,"Yellowstone River, Pr-MT",Management,Removed,MTFWP,2010
323,Male,Adult,10/13/2010,"Gibbon River, YNP",Research,On site,IGBST,2010
323,Male,Adult,10/14/2010,"Gibbon River, YNP",Research,On site,IGBST,2010
556,Male,Adult,10/14/2010,"Trout Crk, YNP",Research,On site,IGBST,2010
566,Male,Adult,10/15/2010,"Gibbon River, YNP",Research,On site,IGBST,2010
566,Male,Adult,10/18/2010,"Gibbon River, YNP",Research,On site,IGBST,2010
566,Male,Adult,10/20/2010,"Gibbon River, YNP",Research,On site,IGBST,2010
227,Male,Adult,10/15/2010,"Gibbon River, YNP",Research,On site,IGBST,2010
666,Female,Adult,10/16/2010,"Whit Crk, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2010
569,Female,Adult,10/17/2010,"Green Crk, Pr-WY",Management,Removed,WYGFD,2010
667,Female,Adult,10/23/2010,Sage Crk Pr-WY,Management,"Cascade Crk, CTNF",WYGFD,2010
G167,Male,Subadult,11/04/2010,"O'Hara Crk, Pr-WY",Management,"Fox Crk, SNF",WYGFD,2010
603,Male,Adult,04/30/2009,"East Fork Wind River, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2009
604,Male,Adult,05/03/2009,"S Fork Shoshone River, Pr-WY",Management,"Lake Crk, SNF",WYGFD,2009
604,Male,Adult,05/17/2009,"Gravelbar Crk, SNF",Research,"Pilot Crk, SNF",WYGFD,2009
G135,Male,Adult,05/12/2009,"Buffalo Fork, Pr-WY",Management,Removed,WYGFD,2009
605,Female,Subadult,05/15/2009,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G136,Male,Subadult,05/15/2009,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
606,Male,Adult,05/19/2009,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
607,Male,Adult,05/20/2009,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
607,Male,Adult,06/06/2009,"Gravelbar Crk, SNF",Research,On site,WYGFD,2009
G137,Male,Adult,05/21/2009,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G138,Male,Adult,05/23/2009,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G139,Male,Subadult,05/23/2009,"Wind River, Pr-WY",Management,"Shemeld Crk, BTNF",WYGFD,2009
553,Male,Adult,05/30/2009,"Pilot Crk, SNF",Research,On site,WYGFD,2009
554,Female,Subadult,05/30/2009,"West Painter Crk, SNF",Research,On site,WYGFD,2009
554,Female,Subadult,06/19/2009,"Reef Crk, SNF",Research,On site,WYGFD,2009
550,Male,Adult,06/01/2009,"Sunlight Crk, SNF",Research,On site,WYGFD,2009
G140,Male,Subadult,06/04/2009,"Pilot Crk, SNF",Research,On site,WYGFD,2009
G140,Male,Subadult,06/12/2009,"Ghost Crk, SNF",Research,On site,WYGFD,2009
G141,Male,Subadult,06/07/2009,"Clark, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2009
Unm,Unk,Subadult,06/07/2009,"Bennett Crk, Pr-WY",Management,On site,WYGFD,2009
Unm,Unk,Subadult,06/07/2009,"Bennett Crk, Pr-WY",Management,On site,WYGFD,2009
608,Male,Adult,06/09/2009,"Ghost Crk, SNF",Research,On site,WYGFD,2009
201,Male,Adult,06/10/2009,"Chipmunk Crk, YNP",Research,On site,IGBST,2009
201,Male,Adult,06/26/2009,"Chipmunk Crk, YNP",Research,On site,IGBST,2009
515,Male,Adult,06/11/2009,"Cub Crk, YNP",Research,On site,IGBST,2009
515,Male,Adult,07/22/2009,"Bridge Crk, YNP",Research,On site,IGBST,2009
G142,Male,Subadult,06/11/2009,"Blaine Crk, Pr-WY",Management,Removed,WYGFD,2009
G143,Male,Subadult,06/11/2009,"Deadman Crk, SNF",Research,On site,WYGFD,2009
609,Male,Subadult,06/13/2009,"Antelope Crk, YNP",Research,On site,IGBST,2009
204,Male,Adult,06/15/2009,"Cub Crk, YNP",Research,On site,IGBST,2009
201,Male,Adult,06/18/2009,"Alluvium Crk, YNP",Research,On site,IGBST,2009
G144,Male,Adult,06/15/2009,"Pilot Crk, SNF",Research,On site,WYGFD,2009
Unm,Male,Adult,06/24/2009,"Chipmunk Crk, YNP",Research,On site,IGBST,2009
596,Female,Adult,06/25/2009,"Bennett Crk, Pr-WY",Management,"Blackrock Crk, BTNF",WYGFD,2009
596,Female,Adult,08/23/2009,"Bill Crk, SNF",Management,"Blackrock Crk, BTNF",WYGFD,2009
596,Female,Adult,11/10/2009,"Shoshone River, ST-WY",Management,Removed,WYGFD,2009
610,Female,Adult,06/26/2009,"Cottonwood Crk, GTNP",Research,On site,GTNP,2009
610,Female,Adult,10/04/2009,"Snake River, GTNP",Research,On site,IGBST,2009
G145,Male,Subadult,06/28/2009,"S Fork Shoshone River, Pr-WY",Management,"Pilot Crk, SNF",WYGFD,2009
434,Male,Adult,0/28/09,"Sunlight Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
568,Male,Adult,06/29/2009,"Cub Crk, YNP",Research,On site,IGBST,2009
570,Male,Adult,06/29/2009,"Flat Mountain Crk, YNP",Research,On site,IGBST,2009
448,Female,Adult,07/09/2009,"Bridge Crk, YNP",Research,On site,IGBST,2009
448,Female,Adult,07/10/2009,"Arnica Crk, YNP",Research,On site,IGBST,2009
448,Female,Adult,07/14/2009,"Arnica Crk, YNP",Research,On site,IGBST,2009
448,Female,Adult,07/23/2009,"Arnica Crk, YNP",Research,On site,IGBST,2009
611,Male,Adult,07/09/2009,"Elk Crk, CTNF",Management,"Thirsty Crk, CTNF",IDFG,2009
G133,Male,Subadult,07/17/2009,"Cottonwood Crk, GTNP",Research,"Glade Crk, JDRMP",GTNP,2009
Unm,Female,Subadult,07/19/2009,"Line Crk, BLM-WY",Management,Removed,WYGFD,2009
Unm,Male,Subadult,07/19/2009,"Line Crk, BLM-WY",Management,Removed,WYGFD,2009
Unm,Male,Subadult,07/19/2009,"Line Crk, BLM-WY",Management,Removed,WYGFD,2009
612,Female,Adult,07/20/2009,"Snowshoe Crk, SNF",Management,"Mormon Crk, SNF",WYGFD,2009
589,Male,Adult,07/22/2009,"Arnica Crk, YNP",Research,On site,IGBST,2009
338,Male,Adult,07/22/2009,"Arnica Crk, YNP",Research,On site,IGBST,2009
338,Male,Adult,07/28/2009,"Bridge Crk, YNP",Research,On site,IGBST,2009
481,Female,Adult,07/23/2009,"Bridge Crk, YNP",Research,On site,IGBST,2009
613,Female,Adult,07/24/2009,"Rock Crk, BTNF",Management,"Fox Crk, SNF",WYGFD,2009
614,Female,Adult,07/26/2009,"Elk Crk, CTNF",Management,On site,IDFG,2009
615,Female,Subadult,07/28/2009,"Cottonwood Crk, GTNP",Research,On site,GTNP,2009
616,Female,Adult,07/29/2009,"Yellowstone River, YNP",Research,On site,IGBST,2009
617,Male,Subadult,08/02/2009,"Fish Crk, BNTF",Management,"Mormon Crk, SNF",WYGFD,2009
Unm,Male,Subadult,08/08/2009,"Snowshoe Crk, SNF",Management,On site,WS/WYGFD,2009
G146,Male,Adult,08/11/2009,"Rock Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2009
618,Male,Subadult,08/13/2009,"Colley Crk, GNF",Research,On site,IGBST,2009
333,Male,Adult,08/20/2009,"S Fork Shoshone River, SNF",Management,"Boone Crk, CTNF",WYGFD,2009
547,Male,Adult,08/20/2009,"N Antelope SPrings, CTNF",Research,On site,IDFG/IGBST,2009
547,Male,Adult,08/23/2009,"N Antelope SPrings, CTNF",Research,On site,IDFG/IGBST,2009
619,Male,Subadult,08/20/2009,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2009
620,Female,Adult,08/25/2009,"Bootjack Crk, CTNF",Research,On site,IDFG/IGBST,2009
621,Male,Adult,08/26/2009,"N Antelope SPrings, CTNF",Research,On site,IDFG/IGBST,2009
622,Male,Subadult,09/11/2009,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
622,Male,Subadult,09/18/2009,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
623,Male,Subadult,09/12/2009,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
624,Male,Adult,09/14/2009,"owl Crk, Pr WY",Research,On site,WYGFD,2009
G147,Male,Subadult,09/15/2009,"Vass Crk, BLM-WY",Research,On site,WYGFD,2009
625,Male,Adult,09/18/2009,"Wagon Crk, BTNF",Management,"Mormon Crk, SNF",WYGFD,2009
626,Female,Adult,09/19/2009,"S Fork owl Crk, BLM-WY",Research,On site,WYGFD,2009
627,Female,Adult,09/23/2009,"Snake River, JDRMP",Research,On site,IGBST,2009
424,Male,Adult,10/01/2009,"Gardner River, YNP",Research,On site,IGBST,2009
526,Male,Adult,10/02/2009,"Snake River, GTNP",Research,On site,IGBST,2009
G148,Male,Subadult,10/02/2009,"Pacific Crk, GTNP",Research,On site,IGBST,2009
569,Female,Adult,10/02/2009,"Whit Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
G149,Female,Subadult,10/02/2009,"Whit Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
G150,Female,Subadult,10/02/2009,"Whit Crk, Pr-WY",Management,"Cascade Crk, CTNF",WYGFD,2009
G144,Male,Adult,10/04/2009,"Pacific Crk, GTNP",Research,On site,IGBST,2009
G144,Male,Adult,10/07/2009,"Snake River, GTNP",Research,On site,IGBST,2009
Unm,Male,Adult,10/06/2009,"Pacific Crk, BTNF",Management,Removed,WYGFD,2009
260,Male,Adult,10/07/2009,"Antelope Crk, YNP",Research,On site,IGBST,2009
628,Female,Subadult,10/12/2009,"S Fork Shoshone River,Pr-WY",Management,"Clark's Fork River, SNF",WYGFD,2009
629,Male,Adult,10/12/2009,"North Fork ShoshoNorthe River, SNF",Management,"Grassy Crk, CTNF",WYGFD,2009
630,Male,Adult,10/14/2009,"Stephens Crk, YNP",Research,On site,IGBST,2009
631,Female,Subadult,10/14/2009,"S Fork Shoshone River,Pr-WY",Management,"Long Crk, SNF",WYGFD,2009
228,Male,Adult,10/15/2009,"Stephens Crk, YNP",Research,On site,IGBST,2009
227,Male,Adult,10/21/2009,"Gibbon River, YNP",Research,On site,IGBST,2009
227,Male,Adult,10/28/2009,"Gibbon River, YNP",Research,On site,IGBST,2009
632,Male,Adult,10/30/2009,"Twin Crk, Pr-WY",Management,"Bailey Crk, BTNF",WYGFD,2009
633,Male,Adult,11/03/2009,"Davis Crk, Pr-MT",Management,"Trapper Crk, GNF",WS/MTFWP,2009
291,Male,Adult,04/19/2008,"East Fork Wind River, Pr-WY",Management,Removed,WYGFD,2008
579,Male,Subadult,04/21/2008,"Boulder River, Pr-MT",Management,Removed,MTFWP,2008
G126,Female,Subadult,05/08/2008,"Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2008
G127,Male,Subadult,05/08/2008,"Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2008
525,Female,Adult,05/09/2008,"Wind River, Pr-WY",Management,"Sunlight Crk, SNF",WYGFD,2008
580,Male,Adult,05/09/2008,"Long Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2008
581,Male,Adult,05/17/2008,"Crandall Crk, Pr-WY",Management,"Mormon Crk, SNF",WYGFD,2008
582,Male,Subadult,06/08/2008,"Rattlesnake Crk, Pr-WY",Management,"Pilot Crk, SNF",WYGFD,2008
582,Male,Subadult,08/11/2008,"Beartooth Crk, SNF",Management,Removed,WYGFD,2008
583,Male,Subadult,06/12/2008,"Grass Crk, BLM-WY",Research,On site,WYGFD,2008
584,Male,Subadult,06/13/2008,"Raspberry Crk, ST-WY",Research,On site,WYGFD,2008
448,Female,Adult,06/14/2008,"Bridge Crk, YNP",Research,On site,IGBST,2008
448,Female,Adult,07/26/2008,"Bridge Crk, YNP",Research,On site,IGBST,2008
448,Female,Adult,10/23/2008,"Arnica Crk, YNP",Research,On site,IGBST,2008
585,Male,Adult,10/14/2008,"Yellowstone River, YNP",Research,On site,IGBST,2008
149,Female,Adult,06/17/2008,"Yellowstone River, YNP",Research,On site,IGBST,2008
586,Male,Subadult,06/19/2008,"Grass Crk, BLM-WY",Research,On site,WYGFD,2008
587,Male,Subadult,06/28/2008,"Pacific Crk, Pr-WY",Management,"Glade Crk, CTNF",WYGFD,2008
492,Female,Subadult,06/30/2008,"Flat Mountain Crk, YNP",Research,On site,IGBST,2008
492,Female,Subadult,07/18/2008,"Flat Mountain Crk, YNP",Research,On site,IGBST,2008
434,Male,Adult,07/08/2018,"Horse Crk, SNF",Research,On site,WYGFD,2008
588,Male,Subadult,07/10/2008,"Standard Crk, Pr-MT",Research,On site,IGBST,2008
360,Female,Adult,07/17/2008,"Papoose Crk, Pr-MT",Research,On site,IGBST,2008
G128,Female,Subadult,07/18/2008,"South Fork Shoshone, Pr-WY",Management,"Lost Lake, BTNF",WYGFD,2008
541,Female,Adult,07/22/2008,"Flat Mountain Crk, YNP",Research,On site,IGBST,2008
495,Female,Adult,07/22/2008,"Soda Butte Crk, GNF",Management,Removed,MTFWP,2008
433,Male,Adult,07/24/2008,"Crow Crk, SNF",Management,Removed,WYGFD,2008
504,Male,Adult,07/28/2008,"Gypsum Crk, BTNF",Management,Removed,WYGFD,2008
487,Male,Adult,07/27/2008,"Wood River, Pr-WY",Management,"Boone Crk, CTNF",WYGFD,2008
589,Male,Adult,07/28/2008,"Bridge Crk, YNP",Research,On site,IGBST,2008
